header,contents,date
"경기 광명시 예식장 BEST 3, 꼼꼼하게 비교해보니","내년 이맘때 생각하고 있는 분들이라면 아무쪼록 예전처럼, 신혼여행도 멀리 가실 수 있으면 좋겠다. 그리고 알다시피 가장 인기가 많은 계절이기 때문에 미리 예약하는 것이 좋다. 인기가 많은 경기 광명시 예식장일수록 예약이 빨리 끝나는 경우가 많다. 생각하고 있는 분들이라면 몇 가지 조건을...",2021. 5. 16.
[광명] 빛을 품은 광명시 대장 아파트는? (3/3),"여행 지도 광명시 임장 지도 세대수 - 연식 - 매매가 - 전세가율 - 입지 특징 ※ 네이버 부동산 기준 작성. 여행 사진 연식 30년 이하 아파트(20년... 지난 3월 21일 쌍용건설 컨소시엄(쌍용건설, 현대엔지니어링)은 경기 광명시 철산한신아파트 리모델링 공사를 수주했다고 밝혔다. 수평증축...",2021. 4. 4.
[경기 카페]광명시 카페 하이파이브 커피웍스,"안녕하세요. 커피, 책, 사진을 좋아하는 여행가 히메입니다.",2021. 2. 21.
경기도 광명시여행 광명시가볼만한곳 광명시관광명소 대한민국 최고의,경기 광명시여행 광명시가볼만한곳 광명시관광명소 우리나라 경기 광명시여행 광명시가볼만한곳 광명시관광명소 우리나라 최고의 동굴테마파크 광명동굴 경기도 광명시의 가학동에 자리하고 있는 리나라 최고의 동굴테마파크인 광명동굴입니다 1912년 일제 강점기에 ... 경기도 광명시 여행...,2021. 8. 13.
물회 TOP 5 편 ▶<포항물회집> 주소 : 경기 광명시 안재로2번길 33 번호 : 02-899-0801,주소 : 경기 화성시 매송면 화성로 2337-6 번호 : 031-293-0277 2. 보고 먹고 즐기고! 3GO-신안 3GO 여행 편 ▶<어머리해변> *용난굴 주소... 빅데이터 랭킹 맛집-수도권 최고의 물회 TOP 5 편 ▶<포항물회집> 주소 : 경기 광명시 안재로2번길 33 번호 : 02-899-0801 *방송된 순위를...,2020. 8. 28.
광명시 맛집 진짜가 나타났다,"주소: 경기 광명시 덕안로77번길 5 매장의 특징을 알려주듯 바로 입구 옆으로는 수족관이 놓여 있었는데요, 대게와 함께 킹크랩이 열심히 헤엄치고 있었어요. 맑은 물 속에서 신선한 모습을 하고 있는 모습을 보니 기대가 되더라고요 마침 광명시 맛집의 사장님께서 앞 손님을 응대하시느라고 킹크랩...",2020. 6. 20.
광명시 맛집 더맛있는족발보쌈 광명소하점 추천,"경기 광명시 소하로 81 아이플렉스 108호 Tel: 0507 1351 7972 ⏰ 영업시간 매일 13:00 - 01:00 ※ 단체석, 주차, 포장, 배달, 예약 더맛있는족발보쌈 광명소하점 #광명시맛집 #더맛있는족발보쌈 더맛있는족발보쌈 광명소하점은 소하동 이마트 바로 앞에 있어요. 입지도 좋을 뿐만 아니라 건물 지하에...",2020. 5. 5.
서울근교나들이 :) 광명동굴 테마파크 국내여행 가볼만한곳,"멀지않고, 여행느낌이 나는 곳 광명동굴로 떠나볼게요 ! 광명동굴 주소 경기 광명시 가학로85번길 142 입장시간 매일 09:00-18:00 (마지막입장 17:00) 월요일휴무 입장료 대인 6,000원 청소년 3,500원 어린이 2,000원 강서구에서 생각보다 가까웠습니다! 거리는 가까우나 차가 막히는 바람에 40분에서...",2021. 6. 4.
광명 구름산 사진여행 12 경기도 광명시 소하동 1168 삼거리골목,#광명구름산 #광명구름산집단환지 #지역주택조합 #광명구름산지구환지 #환지방식 #광명구름산토지주모임 #광명구름산지구토지개발사업 #경기 #광명... 부동산시장 #부동산투자전략 #공인중개사 #용적률 #건폐율 #공급대책 #임대차보호법 #광명시흥신도시 #광명신도시 #시흥신도시 #도시개발환지,2021. 9. 28.
[경기 카페]광명시 카페 치읓시옷디귿,"안녕하세요. 커피, 책, 사진을 좋아하는 여행가 히메입니다.",2020. 11. 8.
광명 구름산 사진여행 8 경기도 광명시 소하동 드론 촬영,#광명구름산 #광명구름산집단환지 #지역주택조합 #광명구름산지구환지 #환지방식 #광명구름산토지주모임 #광명구름산지구토지개발사업 #경기... 오늘의운세 #부동산시장 #부동산투자전략 #공인중개사 #용적률 #건폐율 #공급대책 #임대차보호법 #광명시흥신도시 #광명신도시 #시흥신도시 #도시개발환지,2021. 9. 15.
"광명시 소속감 줏대 없는 서울 위성도시, 탈경기도 소도시",좌절되고 경기도의 도시로 자리매김하는 과정에서도 딱히 광명시청에서 시흥군의 계승자로서의 성격을 강조하지도 않았고 광명 주민도 '아하... 더운 여름날 시원한 광명동굴이 좋다기에 갔는데 이제는 더 이상 광명에서 여행으로 쇼핑으로 더는 얻을 게 없다. 요새는 서울대학교 다니는 딸을 태워다...,2021. 1. 10.
ktx 타고 국내 당일치기 여행 광명동굴 외 5곳,"광명전통시장 운영시간 / 매일 10:00~21:00 주차시설 / 공영주차장 30분 600원 매10분초과 200원 문의전화 / 02-2614-0006 주 소 / 경기 광명시 광이로 13번길 17-5 여행지의 전통시장을 꼭 가보는 것, 차향의 여행 철학이기도 하지요. 광명에서도 어김없이 전통시장을 찾아보았습니다. 이 시장은 경기권 4대...",2021. 4. 6.
광명 구름산 사진여행 9 경기도 광명시 소하동 384-2 (경기도 광명시 설월로 3),#광명구름산 #광명구름산집단환지 #지역주택조합 #광명구름산지구환지 #환지방식 #광명구름산토지주모임 #광명구름산지구토지개발사업 #경기... 오늘의운세 #부동산시장 #부동산투자전략 #공인중개사 #용적률 #건폐율 #공급대책 #임대차보호법 #광명시흥신도시 #광명신도시 #시흥신도시 #도시개발환지,2021. 9. 17.
광명 구름산 사진여행 9 경기도 광명시 소하동 321-1 (경기도 광명시 오리로 422-6),광명구름산지구토지개발사업 #경기 #광명 #안양 #리모델링 #재건축 #재개발 #광명재개발 #광명재건축 #시흥재개발 #시흥재건축 #안양재건축... gtx #오늘의운세 #부동산시장 #부동산투자전략 #공인중개사 #용적률 #건폐율 #공급대책 #임대차보호법 #광명시흥신도시 #광명신도시 #시흥신도시 #도시개발환지,2021. 9. 16.
서울근교여행 드라이브코스 경기도 가볼만한곳 광명동굴,즐겨보세요 #경기도가볼만한곳 #서울근교여행 #드라이브코스 #광명여행 #광명동굴 #경기도여행 #광명가볼만한곳 #서울근교가볼만한곳 #경기도드라이브코스 #광명드라이브코스 #경기도여행가볼만한곳 #아이와함께여행 #아이와가볼만한곳 #동굴여행 - 본 포스팅은 광명시 지원으로 실제로 체험하고...,2020. 12. 3.
[경기/광명 여행] 도심 속 동굴 테마파크 '광명동굴' - 와인동굴,"황금패 소망의 벽 마치 중국 여행을 온 느낌이 들었던 곳! 장수, 합격, 건강, 안녕, 행복 5가지 종류의 황금패(5,000원)에 소원을 적어 걸어둘 수 있는... 현판의 글씨는 광명시의 대표적인 서예가 운계 신성재 선생님이 광명 동굴 방문객의 무병 장수와 불로장생을 기원해서 쓰셨대요. 소래포구...",2021. 9. 22.
철산역 맛집 안주가 다 맛있는 술집,그리고 가을이며 이상하게 어디론가 여행이 가고 싶어 몸이 근질근질 결국 지난 주말에 이 역마살을 어쩌지 못하고 광명사는 친구를 만나고... 있었다면 저는 아마도 하루가 멀다하고 갔을 정도로 마음에 쏘옥 들었던 곳입니다. 온더문포차 철산점 경기 광명시 오리로856번길 11 (아싸빌딩 3층) 02-2066-1645,2021. 9. 11.
광명 구름산 사진여행 11 경기도 광명시 소하동 873-1 (경기도 광명시...,#광명구름산 #광명구름산집단환지 #지역주택조합 #광명구름산지구환지 #환지방식 #광명구름산토지주모임 #광명구름산지구토지개발사업 #경기... 오늘의운세 #부동산시장 #부동산투자전략 #공인중개사 #용적률 #건폐율 #공급대책 #임대차보호법 #광명시흥신도시 #광명신도시 #시흥신도시 #도시개발환지,2021. 9. 17.
서울 근교 여행 추천 경기 광명동굴 테마파크 feat. 도곡 양재 브런치 카페 보아즈 Boaz,"#백신접종자 50%할인, #온라인예매 후 현장발권(주간) 10%할인, 온라인예매( #야간개장 ) 50%할인, 광명시민 50%할인 등 티켓할인이 기간별로... (21시) #양재맛집 #도곡맛집 #양재브런치 #양재카페 #양재천베이커리 #내돈내산 #경기도가볼만한곳 #경기도관광지 #서울근교여행 #경기도여행 #동굴체험...",2021. 8. 8.
과천역과 그주변풍경 - 경기 과천여행,"1985년 8월 1일 시외전화 요금수입 감소, 이미 서울통화권으로 자연스럽게 편입된 광명시, 고양군 신도읍(현 고양시 덕양구 일부), 광주군 서부면(현 하남시 일부)을 제외한 다른 경기도 지역과의 형평성 문제 등과 같은 숱한 논란에도 불구하고 정부서울청사 및 청와대와의 연락 용이...",2020. 8. 12.
광명시 다문화 가족캠프 가족체험키트 온라인화상교육,2020 다문화가족 캠프 광명시 가족문화활동-테라리움 만들기 식물디자인공방 MIMI그라스 광명시 건강가정.다문화가족지원센터의 2020다문화... 이번 9월 일정들은 추석 배송업무와 맞물려 어려움이 많았으나 서울 경기의 경우 직배송 해 드리고 타 지역의 경우는 과하게 꼼꼼 포장해서...,2020. 9. 29.
"[광명시/가학동] 밤일마을카페, 광명브런치카페 '몽트리베이커리'",몽트리베이커리 02-2611-1931 경기 광명시 가학로 85번길 6-6 매일 10:00 ~ 22:00 주차 가능 신혼집에서 가까운 광명 밤일마을에 큰 베이커리 카페가... 일본여행에서 즐겨먹었던 빵들도 눈에 띄어서 반가웠어요. 정말 많은 종류의 빵이 있었지만 제가 마음에 드는 것 위주로 찍어봤어요....,2020. 7. 12.
생방송투데이 맛집 약대구 소곰탕 광명가마솥곰탕 소노캄 거제 여행 스마일이촌떡볶이...,"3GO' 코너는 경남 거제 3GO 여행을 떠난다. 이어서 '우리 동네 반찬 가게' 코너는 급이 다르다! 맛과 가격 동시에 잡은 150가지 반찬 가게를... 빅데이터 랭킹 맛집 - 수도권 최고의 소곰탕 TOP 5 편 ▶<광명가마솥곰탕> *곰탕, 특가마솥곰탕 등 주소 : 경기 광명시 하안동 4. 인생 분식 - 41년 세월...",2021. 1. 1.
[광명맛집/이케아맛집]육즙 가득한 깊은 맛! 이래서 수제버거하는구나! 브로버거!...,광명 브로버거 수제버거 02-898-8663 경기 광명시 일직동 509-1 효성해링턴타워 1층 102호(광명 이케아 맞은편) 저 간판은 밤에 좋을 거 같습니다 낮엔... 맛따라여행 #광명여행 #경기도여행 #최애스팟 #풍미작살버거 #광명브로버거 #이케아브로버거 #수제버거전문점 #소화동성당 #소화동성당인근맛집,2021. 8. 21.
[생방송투데이 맛집]소곰탕 반찬가게 위치 주소 거제 여행 소노캄 거제...,"3GO' 코너는 경남 거제 3GO 여행을 떠난다. 이어서 '우리 동네 반찬 가게' 코너는 급이 다르다! 맛과 가격 동시에 잡은 150가지 반찬 가게를... 빅데이터 랭킹 맛집 - 수도권 최고의 소곰탕 TOP 5 편 ▶<광명가마솥곰탕> *곰탕, 특가마솥곰탕 등 주소 : 경기 광명시 하안동 4. 인생 분식 - 41년 세월...",2021. 1. 1.
[서울근교여행][경기데이트장소] 광명동굴(feat.기영),"하다가...ㅎㅎ 멀지 않은 곳에 위치한 광명 동굴에 다녀왔어요~ 경기도 광명시 가학동에 위치한 광산동굴이다. 이곳은 자연적으로 생긴 게 아닌... 그럼 오늘 ""일일 광명동굴 여행코스"" 소개해볼게용~~!! 첫번째 코스 ""백합 칼국수"" 백합칼국수 메뉴판 광명동굴 가는 길에 여기에서 점심을...",2021. 7. 12.
경기 광명 <광명동굴> 한국관광100선 동굴테마파크,"070-4277-8902 경기 광명시 가학로85번길 142 매일 09:00 - 20:00(마지막 입장 19:00) 공포체험관 시설 점검으로 인한 휴장 #광명동굴홈페이지 광명동굴 공식홈페이지에 동굴소개와 동굴여행, 문화행사 등 광명동굴의 역사에 대해서도 자세하게 나와있어요 드디어 동굴입구 첫발을 내딛는 순간 에어컨이...",2021. 8. 31.
"코스트코 광명 푸드코트 메뉴, 영업시간 알아봐요","주소 : 경기 광명시 일직로 40 영업시간 : 오전 8시 ~ 오후 9시 ( 둘째, 넷째 일요일 휴무 ) 코스트코 광명으로 들어가기 위해서는 매장 앞에 위치한... ( 다만, 실제 매장 내부에서는 반드시 회원카드가 있어야 입장은 물론 결제가 가능하다는 사실! ) 이렇게 맑은 날 여행 느낌으로 코스트코 광명...",2021. 8. 21.
경기도 아이와 가볼만한곳 광명동굴에서 가족나들이 실내 데이트,경기도 아이와 가볼만한곳 광명동굴에서 가족나들이 실내 데이트 - 정말 나가지 않으면 안 될 것 같은 파란 하늘이라 가까운 근교 실내 데이트하기 좋은 (검색검색) 광명동굴을 가보았습니다 광명동굴 경기 광명시 가학로85번길 142 9:00-18:00 (마지막입장 17:00) 월요일휴무 가는 차 안에서...,2021. 9. 9.
[경기도 광명 여행] 어느 산으로 가볼까? 광명 산행,● 위치 : 경기 광명시 철산동 도덕산 ●문의 : 02-2680-6462 구름산 구름산은 도덕산과 마찬가지로 광명 8경 중 7경에 속해있습니다~ 조선 후기에 구름 속까지 산이 솟아있다고 해서 구름산이라는 이름이 붙여졌으며 숲이 울창하고 산림욕장이 있어 가족 나들이나 등산 코스로 제격이에요...,2020. 7. 8.
먹고 대낮부터 취했습니다! Feat 메밀전병 & 냉묵사발! 광명시 소하동 '산촌신쭈꾸미','맛'집 '간'김에 여행간'다'! 점심 겸 저녁식사 하러 광명에 있는 불맛이 끝내주는 명품 신(辛)쭈꾸미를 먹으러 갔다가 낮술을 부르네요! 평소 잘 안마시던 막걸리 먹고 대낮부터 취했습니다! 쭈꾸미 1인 세트! Feat 메밀전병 & 냉묵사발! '산촌신쭈꾸미' 경기 광명시 오리로 467-21 02-899-5012,2021. 4. 15.
경기 공유주방 개러지키친 연어 덮밥 물회가 맛있었던 광명 배달 맛집 물회쌈,물회쌈 12:00 - 02:00 매주 월요일 휴무 경기 광명시 새빛공원로 67 GS자이타워C동 121호 요즘 굉장히 핫한 공유 주방~~!! 내가 좋아하는 커피프린스에... 작년 연말에 시댁 식구들과 강원도 여행 가서 물회 먹으려고 했었는데 코로나가 3차로 확산되면서 여행은 무산되고.... 물회도 못 먹으러 가고..... 너무...,2021. 2. 19.
캠핑 나들이서울.경기지사 3주년 감사 사은 이밴트 바로출고 가능한 라온750.다온750,경기 지사 경기도 광명시 금오로 794번길 33-3번지 동성교회옆 언덕위 070 8717 1167 #캠핑나들이서울경기지사 #다온750 #라온750 #캠핑카 #캠핑트레일러 #감성카라반 #감성카라반캠핑 #국가대표카라반 #국산카라반 #시원한캠핑 #소형카라반 #미니카라반 #미니멀캠핑 #카라반여행 #지하주차카라반...,2021. 3. 13.
"서울 근교, 광명 가볼만한 곳 '광명동굴' 기대 이상! +할인",다녀와보세요~ 070-4277-8902 경기 광명시 가학로85번길 142 운영시간 : 09:00~18:00(※마지막 입장시간 17:00) 매주 월요일 휴관 #광명동굴 #광명가볼만한곳 #광명드라이브 #광명여행 #서울근교드라이브 #서울근교가볼만한곳 #광명동굴할인,2021. 3. 4.
[PROJECT] 광명시 순환형 투어버스 스탬프투어 홍보물 제작,광명시를 여행하시는 분들을 위해 마련된 스탬프투어의 행선지인 광명시의 명소 4군데를 이미지로 개발하였답니다. '광명동굴'(사진출처_https://www.enjoyaudio.com/zbxe/index.php?mid=freeboard&document_srl=8212829) '광명시자원회수시설' (사진출처_경기도민일보)...,2020. 8. 4.
경기 가볼만한곳 비오는날 갈만한곳 서울... 장마철에 갈만한 비오는날 여행 best 6,"경기가볼만한곳 비오는날 갈만한곳 서울, 근교 비오는날 실내 데이트 장마철에 갈만한 비오는날 여행 best 6 요즘 비가 참 많이 오네요. 올해... 소담러브의 중남미 문화원 포스팅을 보시려면요~ 광명동굴 위치: 경기 광명시 가학로 85번 길 142 영업시간: 화~일요일 09시~18시(마지막 입장 17시)...",2021. 6. 23.
경기 광명 가볼만한곳 광명동굴 놀거리 가득한 경기도 주말 나들이,"위치 및 주차요금 광명동굴은 경기 광명시 가학산에 있는데 네비에 광명동굴을 찍고 집에서 출발하니 30분 정도 나오더라구요 생각보다 가까워서... 동굴 아쿠아월드와 황금관 그동안 저도 국내여행 다니며 동굴들을 꽤 많이 가봤는데 세상에, 동굴 안에 아쿠아월드가 있다니! 이걸 대체 어떻게...",2021. 5. 1.
어울렸던 광명 밤일마을 맛집 모음,"2.광명 밤일마을 상도늘보리 주소:경기 광명시 밤일로 21 전화번호:0507-1436-2288 영업시간:11:30 - 21:30 밤일마을 내부에 위치한 코다리집이에요. 꼬들꼬들하고 매콤한 코다리조림(23,000원)이 유명해요. 또한 그냥 코다리가 아니라 전복,문어,특선해물이 들어간 메뉴들도 있더라고요. 식사메뉴는...",2021. 4. 22.
라온750.다온750과함께 얼음 얼리는 쏘쿨한 썸머이벤트 캠핑나들이서울경기지사,경기지사 경기도 광명시 금오로 794번길 33-3 070-8717-1167 https://cafe.naver.com/rvmaster 고 퀄리티 감성캠핑 카라반 500급 라온750 400급 다온750... 카라반여행 #지하주차카라반 #화장실있는카라반 #블루밴 #랜더스카라반 #까방카라반 #국산카라반 #고퀄리티카라반#후회없는선택...,2021. 8. 12.
[경기 광명] 어글리스토브 _ 광명 브런치 하안동 맛집에서 즐기는 데이트! 라구생파스타...,전화 02-898-8459 주소 경기 광명시 하안로287번길 8 뉴코아아울렛 1층 어글리스토브 광명뉴코아아울렛점 (주차가능) 영업시간 평일 11:00 - 21:00 월~목... 생파스타라서 그런가 이탈리아 로마 여행갔을 때 먹었던 파스타가 생각나는 맛이었어요. 파스타를 그리 좋아하지 않는 남자친구도 라구생파스타는...,2021. 7. 20.
"문화재청, 2022년 지역문화재 활용사업 405건 선정","계양여행 <다시 만난, 多色 매력 우리고을> 30 울산 남구 도심 속 이휴정, 울산문화유산꽃피우다 31 울산 울주군 한민족 문화의 시원, 반구대계곡의 암각화군을 세계유산으로! 32 울산 중구 동헌씨의 발견2 33 세종 - 절재 김종서의 문무를 배우다. 34 경기 양주시 생생 In 양주관아, 양주목의...",2021. 9. 15.
창틀에 실리콘이 없어서 누수된 사연.? 광명시(하안주공 7단지),ㅎㅎ ^^*~ 여행중이신분들 코로나 항상 조심들 하시고 시원한 휴가철 보내시길 기원하며 ~! 이번에는 조금 먼 곳을 다녀왔어요. 광명시 하안주공... 감사합니다. ^^~~* 1. (서울. 경기 ) A/S 4년 2. 베란다 창틀 코킹 (계약서 발급) 3. 단체 세대 공사와는 전혀다른 만족도 4. 고객을 먼저 생각하는(꿈의숲 코킹),2021. 8. 8.
"[스토리] 지속가능한 미래, 에너지 버킷리스트 여행 - 기억해두면 좋을 신재생에너지...","지속가능한 미래, 에너지 버킷리스트 여행 - 기억해두면 좋을 신재생에너지 전시관 베스트5 - 어디론가 훌쩍 떠나고 싶어도 코로나 방역조치에... 광명 업사이클 아트센터 (http://www.gm.go.kr/up/) 입장료: 무료 운영시간: 10:00~18:00(월요일 휴관) 위치: 경기 광명시 가학로85번길 142 자원회수시설...",2020. 8. 24.
"서울근교여행, 경기도 여행지 추천! 광명 동굴","라고 생각하시는 분들께 추천드립니다 바로 광명동굴입니다^^ 서울 근교여행, 경기도 여행지 추천! 광명 동굴 주소: 경기 광명시 가학로 85번 길 142 운영시간: 오전 9시~오후 8시(오후 7시까지 입장하셔야 됩니다) 입장료: 어른 6000, 청소년 3500, 어린이 2000원 (네이버 예약을 할 시 10% 할인받을 수 있고...",2021. 8. 27.
갈비 맛있는 광명사거리맛집 호천생갈비,펜션 여행 갈 때 챙겨가신다고 곰취 장아찌에 도전하셨잖아요 ㅋ 고기랑 곁들여 먹음 고기가 술술.... 진심 너무 맛있어요. 그래서 혹자는 여길 장아찌 맛집이라고 ㅎㅎㅎ 호천생갈비 돼지고기구이 0507-1328-8293 경기 광명시 오리로 999(7호선 광명사거리역 5번 출구에서 170m) 매일 11:30~22:00 (오후 2:30~4...,2021. 6. 29.
"[TV속 정보] 9월 2일(목) KBS2TV생생정보 , MBC생방송오늘저녁, SBS생방송투데이 나온...",02-899-7770 경기 광명시 오리로619번길 21 <대동 맛 지도 - 경상북도 안동시: 황태구이 정식 & 메밀면> ▶ 메밀꽃피면 ☎ 054-843-1253 경북 안동시 도산면 선성4길 22 <박광현의 아.재.여.행 (아주 재밌는 여행) -경기도 여주시> ▶ 오감체험농장 (포도 수확 체험) ☎ ***-****-****...,2021. 9. 4.
와인동굴 여행/국산와인의 메카 영동와인터널과 광명와인동굴 소개(주말 가볼만한 곳),"출처: 영동와인터널 홈페이지 영동 와인터널은 포도밭 여행, 와인문화관, 영동 와인관, 세계 와인관, 영화 속 와인, 와인 체험관, 환상터널... kr/tunnel/ 광명와인동굴(광명동굴) 경기 광명시 가학로 85번길 142 광명와인동굴은 2019~2020 한국관광 100선에 포함된 광명동굴 안에 있으며, 연중 12도...",2020. 1. 17.
[경기/광명] 가성비 최고 '산촌신쭈꾸미',멀리서 여행가기 전 들리는 맛집이기도 해요! 사실 주꾸미가 다 거기서 거기지 라고 생각했었는데 여기는 맛도 맛이지만 가격도 착하고 양도 푸짐할뿐만 아니라 서비스로 직접 커피까지 내려주는 몇번이나 재방문하고 포장도 해왔던 곳이랍니다 ♡ 산촌신쭈꾸미 주소 : 경기 광명시 오리로 467-21...,2021. 5. 23.
친절하고 맛있는 광명 소하동 맛집,얼마전에 대부도쪽으로 여행을 갔다 오는 길에 가족들과 함께 광명 소하동 맛집 충현갈비에 들렸어요.^^ 두툼하니 육즙 폭발 매력에 홀딱 반해 오늘... 달달구리 믹스커피 한잔이 입안으로 순식간에 들어오면서 행복한 미소가 절로 지어졌어요. 충현갈비 2호점 경기 광명시 오리로403번길 6 02-899-9731,2021. 7. 6.
국내 당일여행으로도 충분한 여름휴가 떠나요,"당일여행으로도 충분히 즐길 수 있는 여행지 소개해드릴게요 경기 가평 아침고요수목원-잣향기푸른숲 위치 : 경기 가평군 상면 수목원로 432... 위치 : 경기 광명시 가학로 85번길 142/ 경기 광명시 일직로 17 이용시간 : 09시~20시(~8월 31일까지 야간개장)/ 10시~21시(매장), 09시30분~ 20시30분(레스토랑)...",2021. 8. 11.
광명맞춤정장 봄맞이셔츠 했어요,광명맞춤정장 봄맞이셔츠 했어요 여행가기 전 줘빠와 함께 광명맞춤정장 에 다녀왔던 이야기를 해보려고 해요. 줘빠는 계절마다 정장을 입어야... 오늘은 김구네가 다녀온 폼포소 제대로 한번 소개해볼게용~~~ 폼포소 주소 : 경기 광명시 한내로13번길 6 폼포소 전화번호 : 02-899-9151 이곳이 바로 폼포소...,2021. 4. 29.
"화폐로 떠나는 세계여행, 다 함께 출발~!",다음주에도 보내주세요!” 작은 도서관에서 열리는 경기 마을 교육 공동체! 건강한 공동체를 통해 무럭무럭 자라는 친구들의 모습을 보니 멋진... 아시아를 시작으로 떠나는 세계여행- 부디 6개월간 안전하고 즐겁게 잘 다녀오세요!!! 광명시 우리마을기자단 노하늘님의 블로그 https://blog.naver.com...,2021. 6. 11.
투데이 인천3GO여행 이색 반찬 (경기 파주)... (서울 중구) 손칼국수 (경기 광명 광명시장),"3GO> 인천 3GO 여행 내고향강원도 인천 중구 연안부두로75번길 27-2 (항동7가) 032.883.4543 10:00~24:00 #횟집 제철활어회+60첩+랍스타 180,000... 한 그릇 광명시장 옛날손칼국수 경기 광명시 광명로918번길 광명전통시장 내 02.2688.5150 (7호선) 광명사거리역 8,9,10번 출구 #손칼국수",2020. 11. 13.
